ID,NUMERO VICTIMAS,FECHA,DIA DE LA SEMANA,HORA,FRANJA HORARIA,TIPO DE CALLE,DIRECCION,TIPO DE ZONA,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,AÑO,MES,DÍA
2016-0175,1,2016-12-27,Tuesday,08:15:00,8,CALLE,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",ESQUINA,7,PEATON-BICICLETA,PEATON,BICICLETA,2016,12,27
2016-0176,1,2016-12-28,Wednesday,01:41:00,1,AVENIDA,BELGRANO AV. y PASEO COLON AV.,ESQUINA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,12,28
2016-0177,1,2016-12-29,Thursday,04:00:00,4,CALLE,ARENALES 3319,CUADRA,14,PEATON-AUTO,PEATON,AUTO,2016,12,29
2016-0178,1,2016-12-30,Friday,16:18:00,16,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,ESQUINA,3,MULTIPLE,PEATON,MULTIPLE,2016,12,30
2017-0001,1,2017-01-02,Monday,01:00:00,1,AVENIDA,"JUSTO, JUAN B. AV. y ACHUPALLAS",ESQUINA,11,MOTO-CARGAS,MOTO,CARGAS,2017,1,2
2017-0003,1,2017-01-05,Thursday,03:10:00,3,AVENIDA,OLAVARRIA y VELEZ SARSFIELD AV.,ESQUINA,4,CARGAS-CARGAS,CARGAS,CARGAS,2017,1,5
2017-0007,1,2017-01-11,Wednesday,17:00:00,17,CALLE,LIMA y MEXICO,ESQUINA,1,MULTIPLE,PEATON,MULTIPLE,2017,1,11
2017-0008,1,2017-01-16,Monday,00:40:00,0,CALLE,"CABRERA, JOSE A. y BONPLAND",ESQUINA,14,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,1,16
2017-0009,1,2017-01-16,Monday,13:56:00,13,AUTOPISTA,AUTOPISTA 25 DE MAYO y BOEDO AV.,AUTOPISTA,5,MOTO-CARGAS,MOTO,CARGAS,2017,1,16
2017-0010,1,2017-01-16,Monday,16:30:00,16,AVENIDA,DIRECTORIO AV. y RIGLOS,ESQUINA,6,MOTO-AUTO,MOTO,AUTO,2017,1,16
2017-0011,1,2017-01-22,Sunday,02:30:00,2,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",AUTOPISTA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,1,22
2017-0012,1,2017-01-24,Tuesday,14:00:00,14,CALLE,"TRAFUL y TABORDA, DIOGENES",ESQUINA,4,MOTO-CARGAS,MOTO,CARGAS,2017,1,24
2017-0013,1,2017-01-27,Friday,07:00:00,7,AVENIDA,"IRIARTE, GRAL. AV. 3055",CUADRA,4,PEATON-CARGAS,PEATON,CARGAS,2017,1,27
2017-0014,1,2017-01-28,Saturday,08:27:34,8,AVENIDA,DONADO y ARIAS,ESQUINA,12,MULTIPLE,MOTO,MULTIPLE,2017,1,28
2017-0015,1,2017-02-02,Thursday,15:18:03,15,AVENIDA,CORDOBA AV. y CALLAO AV.,ESQUINA,2,PEATON-AUTO,PEATON,AUTO,2017,2,2
2017-0016,1,2017-02-03,Friday,05:12:21,5,AUTOPISTA,AUTOPISTA 25 DE MAYO KM. 8.3,AUTOPISTA,1,MOTO-CARGAS,MOTO,CARGAS,2017,2,3
2017-0017,1,2017-02-06,Monday,08:00:00,8,AVENIDA,"JUSTO, JUAN B. AV. y PARAGUAY",ESQUINA,14,MOTO-AUTO,MOTO,AUTO,2017,2,6
2017-0018,1,2017-02-09,Thursday,07:00:00,7,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO,2017,2,9
2017-0021,1,2017-02-18,Saturday,05:30:00,5,CALLE,SARMIENTO y LIBERTAD,ESQUINA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,2,18
2017-0024,1,2017-02-23,Thursday,20:50:00,20,AVENIDA,RIVADAVIA AV. 7121,CUADRA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2,23
2017-0025,1,2017-02-24,Friday,17:05:00,17,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",ESQUINA,7,MOTO-SD,MOTO,,2017,2,24
2017-0026,2,2017-02-26,Sunday,05:15:00,5,AVENIDA,"MORENO, PERITO AV. y FOURNIER",ESQUINA,4,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2,26
2017-0027,1,2017-02-26,Sunday,21:57:00,21,AVENIDA,CASEROS AV. 1429,CUADRA,1,PEATON-AUTO,PEATON,AUTO,2017,2,26
2017-0028,1,2017-02-28,Tuesday,09:20:00,9,AVENIDA,GAONA AV. y FRAGATA PRES. SARMIENTO,ESQUINA,6,PEATON-AUTO,PEATON,AUTO,2017,2,28
2017-0029,1,2017-03-07,Tuesday,02:15:00,2,CALLE,MOZART y TANDIL,ESQUINA,9,SD-AUTO,,AUTO,2017,3,7
2017-0030,1,2017-03-07,Tuesday,08:00:00,8,AVENIDA,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESQUINA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,3,7
2017-0031,1,2017-03-11,Saturday,01:30:00,1,CALLE,24 DE NOVIEMBRE y PAVON,ESQUINA,3,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,3,11
2017-0032,1,2017-03-12,Sunday,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV. y LOS CEDROS",AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,2017,3,12
2017-0033,1,2017-03-12,Sunday,07:30:00,7,GRAL PAZ,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",AUTOPISTA,11,AUTO-AUTO,AUTO,AUTO,2017,3,12
2017-0034,1,2017-03-13,Monday,07:50:00,7,CALLE,GODOY CRUZ 2651,CUADRA,14,PEATON-AUTO,PEATON,AUTO,2017,3,13
2017-0035,3,2017-03-23,Thursday,05:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",ESQUINA,1,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,3,23
2017-0036,2,2017-03-29,Wednesday,18:00:00,18,GRAL PAZ,"PAZ, GRAL. AV. y CAMPANA",AUTOPISTA,12,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,3,29
2017-0037,1,2017-03-31,Friday,03:00:00,3,AVENIDA,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",ESQUINA,1,MOTO-CARGAS,MOTO,CARGAS,2017,3,31
2017-0038,1,2017-04-01,Saturday,19:00:00,19,AVENIDA,CASTAÃ‘ARES AV. y LAUTARO,ESQUINA,7,MOTO-AUTO,MOTO,AUTO,2017,4,1
2017-0040,1,2017-04-03,Monday,09:40:00,9,AVENIDA,"GUIRALDES, INT. 2699",CUADRA,13,MULTIPLE,AUTO,MULTIPLE,2017,4,3
2017-0041,1,2017-04-03,Monday,23:15:00,23,CALLE,"FERNANDEZ MORENO, BALDOMERO 2186",CUADRA,7,MOTO-AUTO,MOTO,AUTO,2017,4,3
2017-0042,1,2017-04-10,Monday,09:00:00,9,GRAL PAZ,"LUGONES, LEOPOLDO AV.",AUTOPISTA,14,MOTO-CARGAS,MOTO,CARGAS,2017,4,10
2017-0045,1,2017-04-14,Friday,06:15:00,6,CALLE,NOGOYA 5940,CUADRA,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,4,14
2017-0047,1,2017-04-23,Sunday,06:30:00,6,AVENIDA,ARGENTINA AV. y CORVALAN,ESQUINA,8,MOTO-AUTO,MOTO,AUTO,2017,4,23
2017-0049,1,2017-04-27,Thursday,18:16:00,18,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",ESQUINA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,4,27
2017-0050,2,2017-04-28,Friday,11:08:08,11,AUTOPISTA,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS,2017,4,28
2017-0051,1,2017-05-01,Monday,03:47:47,3,AUTOPISTA,AU DELLEPIANE 2400,AUTOPISTA,7,AUTO-AUTO,AUTO,AUTO,2017,5,1
2017-0052,1,2017-05-05,Friday,03:40:00,3,GRAL PAZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",AUTOPISTA,8,PEATON-CARGAS,PEATON,CARGAS,2017,5,5
2017-0053,1,2017-05-05,Friday,20:16:22,20,CALLE,VIEYTES y VILLARINO,ESQUINA,4,MOTO-CARGAS,MOTO,CARGAS,2017,5,5
2017-0054,1,2017-05-07,Sunday,21:00:00,21,AVENIDA,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",ESQUINA,15,MOTO-AUTO,MOTO,AUTO,2017,5,7
2017-0055,1,2017-05-09,Tuesday,08:30:00,8,AVENIDA,DE LOS CONSTITUYENTES AV. 4900,CUADRA,12,AUTO-AUTO,AUTO,AUTO,2017,5,9
2017-0058,1,2017-05-09,Tuesday,23:10:00,23,AVENIDA,CORDOBA AV. y LIBERTAD,ESQUINA,1,PEATON-MOTO,PEATON,MOTO,2017,5,9
2017-0059,1,2017-05-11,Thursday,09:24:00,9,CALLE,BRASIL y LIMA,ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,5,11
2017-0060,1,2017-05-13,Saturday,07:20:00,7,AVENIDA,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",ESQUINA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,5,13
2017-0061,1,2017-05-15,Monday,13:29:30,13,AVENIDA,PARAGUAY y CALLAO AV.,ESQUINA,2,PEATON-MOTO,PEATON,MOTO,2017,5,15
2017-0062,1,2017-05-15,Monday,16:00:00,16,AVENIDA,"JUSTO, JUAN B. AV. y SAN BLAS",ESQUINA,10,MOTO-CARGAS,MOTO,CARGAS,2017,5,15
2017-0063,1,2017-05-17,Wednesday,10:13:00,10,AVENIDA,CHILE y 9 DE JULIO AV.,ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,5,17
2017-0064,1,2017-05-20,Saturday,05:00:00,5,CALLE,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",ESQUINA,1,CARGAS-AUTO,CARGAS,AUTO,2017,5,20
2017-0065,1,2017-05-22,Monday,16:00:00,16,AVENIDA,SUAREZ AV. y HERRERA,ESQUINA,4,BICICLETA-CARGAS,BICICLETA,CARGAS,2017,5,22
2017-0066,1,2017-05-22,Monday,18:10:00,18,AVENIDA,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,ESQUINA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,5,22
2017-0067,1,2017-05-23,Tuesday,02:45:00,2,AVENIDA,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",ESQUINA,6,MOTO-CARGAS,MOTO,CARGAS,2017,5,23
2017-0068,1,2017-05-27,Saturday,19:50:00,19,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",CUADRA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,5,27
2017-0069,1,2017-05-24,Wednesday,14:15:00,14,GRAL PAZ,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",AUTOPISTA,9,MOTO-SD,MOTO,,2017,5,24
2017-0070,1,2017-05-30,Tuesday,13:20:00,13,CALLE,NUEVA YORK 3696,CUADRA,11,PEATON-AUTO,PEATON,AUTO,2017,5,30
2017-0072,1,2017-06-03,Saturday,23:20:00,23,AVENIDA,DE LOS CONSTITUYENTES AV. y VALLEJOS,ESQUINA,12,AUTO-AUTO,AUTO,AUTO,2017,6,3
2017-0073,1,2017-06-04,Sunday,09:00:00,9,AVENIDA,CORRIENTES AV. y ECUADOR,ESQUINA,3,MOTO-AUTO,MOTO,AUTO,2017,6,4
2017-0074,1,2017-06-04,Sunday,12:50:00,12,CALLE,CASCO 133,CUADRA,9,SD-SD,,,2017,6,4
2017-0075,1,2017-06-12,Monday,22:38:00,22,AVENIDA,DE MAYO AV. y 9 DE JULIO AV.,ESQUINA,1,PEATON-MOTO,PEATON,MOTO,2017,6,12
2017-0076,1,2017-06-13,Tuesday,14:50:00,14,AVENIDA,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",ESQUINA,2,PEATON-CARGAS,PEATON,CARGAS,2017,6,13
2017-0077,1,2017-06-17,Saturday,23:45:00,23,CALLE,FRAY JUSTO SANTAMARIA DE ORO 1930,CUADRA,14,MOTO-CARGAS,MOTO,CARGAS,2017,6,17
2017-0079,1,2017-06-19,Monday,16:26:00,16,CALLE,MEXICO y DEAN FUNES,ESQUINA,3,MOTO-CARGAS,MOTO,CARGAS,2017,6,19
2017-0080,1,2017-06-22,Thursday,10:15:00,10,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",ESQUINA,9,PEATON-CARGAS,PEATON,CARGAS,2017,6,22
2017-0082,1,2017-06-25,Sunday,22:40:00,22,AVENIDA,ENTRE RIOS AV. y BRASIL,ESQUINA,4,PEATON-AUTO,PEATON,AUTO,2017,6,25
2017-0083,1,2017-07-04,Tuesday,00:25:00,0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",ESQUINA,9,MOTO-CARGAS,MOTO,CARGAS,2017,7,4
2017-0084,1,2017-07-05,Wednesday,12:49:00,12,AVENIDA,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,ESQUINA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,7,5
2017-0085,1,2017-07-07,Friday,14:15:00,14,AVENIDA,"TACUARI y GARCIA, MARTIN AV.",ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,7,7
2017-0086,1,2017-07-09,Sunday,07:30:00,7,AVENIDA,RIVADAVIA AV. y MURGUIONDO,ESQUINA,9,PEATON-MOTO,PEATON,MOTO,2017,7,9
2017-0087,1,2017-07-10,Monday,10:45:00,10,CALLE,24 DE NOVIEMBRE 390,CUADRA,3,PEATON-AUTO,PEATON,AUTO,2017,7,10
2017-0088,1,2017-07-10,Monday,22:30:00,22,AVENIDA,PASEO COLON AV. y BRASIL AV.,ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,7,10
2017-0089,1,2017-07-13,Thursday,12:05:00,12,CALLE,"LEGUIZAMON, MARTINIANO 901",CUADRA,9,SD-AUTO,,AUTO,2017,7,13
2017-0090,1,2017-07-15,Saturday,05:15:00,5,GRAL PAZ,"CHIVILCOY AV. y PAZ, GRAL. AV.",AUTOPISTA,11,PEATON-AUTO,PEATON,AUTO,2017,7,15
2017-0091,1,2017-07-15,Saturday,13:00:00,13,GRAL PAZ,"SUPERI y PAZ, GRAL. AV.",AUTOPISTA,12,MOTO-SD,MOTO,,2017,7,15
2017-0092,1,2017-07-24,Monday,22:16:01,22,AUTOPISTA,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,1,PEATON-AUTO,PEATON,AUTO,2017,7,24
2017-0093,1,2017-07-25,Tuesday,16:48:40,16,AUTOPISTA,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",AUTOPISTA,13,PEATON-AUTO,PEATON,AUTO,2017,7,25
2017-0094,1,2017-07-27,Thursday,08:50:00,8,CALLE,"HUGO, VICTOR 2639",CUADRA,10,BICICLETA-CARGAS,BICICLETA,CARGAS,2017,7,27
2017-0095,1,2017-08-06,Sunday,08:00:00,8,AVENIDA,"CORDOBA AV. y SALGUERO, JERONIMO",ESQUINA,14,MOTO-AUTO,MOTO,AUTO,2017,8,6
2017-0096,1,2017-08-07,Monday,19:50:00,19,AVENIDA,CABILDO AV. y NUÃ‘EZ,ESQUINA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,8,7
2017-0098,1,2017-08-08,Tuesday,12:10:00,12,CALLE,"BONIFACIO, JOSE 2114",CUADRA,7,PEATON-AUTO,PEATON,AUTO,2017,8,8
2017-0099,1,2017-08-17,Thursday,19:45:00,19,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. 5400",CUADRA,14,BICICLETA-AUTO,BICICLETA,AUTO,2017,8,17
2017-0100,1,2017-08-21,Monday,07:45:00,7,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,CUADRA,3,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,8,21
2017-0101,1,2017-08-23,Wednesday,10:00:00,10,AVENIDA,"LACROZE, FEDERICO AV. y ZAPATA",ESQUINA,13,MULTIPLE,PEATON,MULTIPLE,2017,8,23
2017-0102,1,2017-08-24,Thursday,01:10:00,1,AVENIDA,"IRIARTE, GRAL. AV. y ZAVALETA",ESQUINA,4,PEATON-CARGAS,PEATON,CARGAS,2017,8,24
2017-0104,1,2017-08-25,Friday,09:00:00,9,AVENIDA,9 DE JULIO AV. y ESTADOS UNIDOS,ESQUINA,1,PEATON-CARGAS,PEATON,CARGAS,2017,8,25
2017-0106,1,2017-08-31,Thursday,19:50:00,19,CALLE,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,ESQUINA,14,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,8,31
2017-0107,1,2017-09-01,Friday,11:30:00,11,AVENIDA,DEL LIBERTADOR AV. y JARAMILLO,ESQUINA,13,MOTO-CARGAS,MOTO,CARGAS,2017,9,1
2017-0108,2,2017-09-02,Saturday,04:53:08,4,GRAL PAZ,"PAZ, GRAL. AV. y MACHAIN",AUTOPISTA,12,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017,9,2
2017-0109,1,2017-09-04,Monday,21:00:00,21,AVENIDA,DIRECTORIO AV. y PORTELA,ESQUINA,7,MOTO-AUTO,MOTO,AUTO,2017,9,4
2017-0110,1,2017-09-06,Wednesday,14:15:00,14,AVENIDA,"LAVALLE y ALEM, LEANDRO N. AV.",ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,9,6
2017-0111,1,2017-09-07,Thursday,18:23:37,18,CALLE,USPALLATA y PIROVANO,ESQUINA,4,PEATON-CARGAS,PEATON,CARGAS,2017,9,7
2017-0112,2,2017-09-10,Sunday,09:32:17,9,AUTOPISTA,AUTOPISTA 25 DE MAYO y VARELA AV.,AUTOPISTA,7,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,9,10
2017-0113,1,2017-09-11,Monday,06:30:00,6,AVENIDA,SANTA FE AV. y MAIPU,ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,9,11
2017-0114,1,2017-09-15,Friday,02:30:00,2,AVENIDA,ALVEAR AV. y DEL LIBERTADOR AV.,ESQUINA,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,9,15
2017-0115,1,2017-09-19,Tuesday,18:52:33,18,AVENIDA,PAVON AV. y TREINTA Y TRES ORIENTALES,ESQUINA,5,MOTO-BICICLETA,MOTO,BICICLETA,2017,9,19
2017-0116,1,2017-09-20,Wednesday,22:24:00,22,GRAL PAZ,"PAZ, GRAL. AV. 5750",AUTOPISTA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,9,20
2017-0118,1,2017-09-22,Friday,07:02:09,7,AVENIDA,"VIEYTES y CRUZ, OSVALDO AV.",ESQUINA,4,MOTO-AUTO,MOTO,AUTO,2017,9,22
2017-0120,1,2017-10-02,Monday,15:55:33,15,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS,2017,10,2
2017-0123,1,2017-10-10,Tuesday,01:05:38,1,AVENIDA,ALBARIÃ‘O y ARGENTINA AV.,ESQUINA,8,PEATON-AUTO,PEATON,AUTO,2017,10,10
2017-0124,1,2017-10-12,Thursday,14:40:28,14,CALLE,"RAMIREZ DE VELASCO, JUAN 1211",CUADRA,15,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,10,12
2017-0125,1,2017-10-13,Friday,06:12:20,6,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",ESQUINA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,10,13
2017-0126,2,2017-10-14,Saturday,06:15:00,6,AVENIDA,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,ESQUINA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,10,14
2017-0127,1,2017-10-16,Monday,07:45:00,7,AVENIDA,GALLO y CORDOBA AV.,ESQUINA,2,MOTO-MOTO,MOTO,MOTO,2017,10,16
2017-0128,1,2017-10-17,Tuesday,12:30:00,12,CALLE,"ARANGUREN, JUAN F., DR. 611",CUADRA,6,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,10,17
2017-0129,1,2017-10-26,Thursday,19:15:15,19,AUTOPISTA,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,AUTOPISTA,9,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,10,26
2017-0130,1,2017-10-27,Friday,05:30:00,5,AVENIDA,CHORROARIN y SAN MARTIN AV.,ESQUINA,15,AUTO-CARGAS,AUTO,CARGAS,2017,10,27
2017-0132,1,2017-10-30,Monday,14:00:00,14,AVENIDA,"COSQUIN y ROCA, CNEL. AV.",ESQUINA,8,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,10,30
2017-0134,1,2017-11-06,Monday,18:00:00,18,AVENIDA,"ROCA, CNEL. AV. 3555",CUADRA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,11,6
2017-0135,1,2017-11-07,Tuesday,12:14:10,12,AVENIDA,WARNES AV. y PUNTA ARENAS,ESQUINA,15,MOTO-CARGAS,MOTO,CARGAS,2017,11,7
2017-0136,1,2017-11-16,Thursday,08:43:00,8,AVENIDA,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,11,16
2017-0137,1,2017-11-17,Friday,11:45:00,11,AVENIDA,MOSCONI GENERAL AV. y SAN NICOLAS,ESQUINA,11,PEATON-CARGAS,PEATON,CARGAS,2017,11,17
2017-0138,1,2017-11-19,Sunday,10:30:00,10,AVENIDA,"LAFUENTE AV. y PERON, EVA AV.",ESQUINA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,11,19
2017-0139,1,2017-11-19,Sunday,22:30:00,22,AVENIDA,"ROCA, CNEL. AV. y ESCALADA AV.",ESQUINA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,11,19
2017-0140,1,2017-11-19,Sunday,23:22:17,23,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,4,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,11,19
2017-0141,1,2017-11-23,Thursday,19:45:00,19,AVENIDA,"LA PLATA AV. y GOYENA, PEDRO AV.",ESQUINA,6,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,11,23
2017-0143,1,2017-11-25,Saturday,21:45:00,21,CALLE,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",ESQUINA,11,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,11,25
2017-0144,1,2017-11-26,Sunday,06:45:00,6,GRAL PAZ,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",AUTOPISTA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,11,26
2017-0145,1,2017-11-26,Sunday,17:05:00,17,CALLE,MAZA y DON BOSCO,ESQUINA,5,MOTO-AUTO,MOTO,AUTO,2017,11,26
2017-0147,1,2017-11-28,Tuesday,11:15:00,11,GRAL PAZ,"PAZ, GRAL. AV. y PERON, EVA AV.",AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO,2017,11,28
2017-0148,1,2017-11-29,Wednesday,10:45:00,10,AVENIDA,SAN JUAN AV. y LA RIOJA,ESQUINA,3,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,11,29
2017-0149,1,2017-11-30,Thursday,12:20:00,12,AVENIDA,PASEO COLON AV. y MEXICO,ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,11,30
2017-0150,1,2017-12-04,Monday,01:15:00,1,AVENIDA,RIVADAVIA AV. y MIRALLA,ESQUINA,9,PEATON-AUTO,PEATON,AUTO,2017,12,4
2017-0151,1,2017-12-04,Monday,02:15:00,2,CALLE,VIEYTES y LUJAN,ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,12,4
2017-0152,1,2017-12-06,Wednesday,17:30:00,17,CALLE,CACHI y TRAFUL,ESQUINA,4,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2017,12,6
2017-0153,2,2017-12-11,Monday,02:00:00,2,AVENIDA,ROSARIO y LA PLATA AV.,ESQUINA,6,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,12,11
2017-0154,1,2017-12-11,Monday,09:15:00,9,AVENIDA,ENTRE RIOS AV. y CASEROS AV.,ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,12,11
2017-0155,1,2017-12-12,Tuesday,21:25:41,21,AVENIDA,RIVADAVIA AV. 6350,CUADRA,7,SD-MOTO,,MOTO,2017,12,12
2017-0157,1,2017-12-17,Sunday,09:02:00,9,GRAL PAZ,"PAZ, GRAL. AV. y HUMAITA",AUTOPISTA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,12,17
2017-0158,1,2017-12-18,Monday,21:30:00,21,GRAL PAZ,"GUALEGUAYCHU y PAZ, GRAL. AV.",AUTOPISTA,11,MOTO-AUTO,MOTO,AUTO,2017,12,18
2017-0159,1,2017-12-20,Wednesday,04:31:27,4,AVENIDA,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",ESQUINA,1,MOTO-AUTO,MOTO,AUTO,2017,12,20
2017-0160,1,2017-12-22,Friday,13:15:00,13,AVENIDA,NAZCA AV. 365,CUADRA,7,PEATON-MOTO,PEATON,MOTO,2017,12,22
2017-0161,1,2017-12-26,Tuesday,15:30:00,15,AVENIDA,"PERON, EVA AV. 5249",CUADRA,9,PEATON-AUTO,PEATON,AUTO,2017,12,26
2018-0001,1,2018-01-01,Monday,22:50:00,22,AVENIDA,SAN JUAN AV. y RINCON,ESQUINA,3,PEATON-MOTO,PEATON,MOTO,2018,1,1
2018-0002,1,2018-01-03,Wednesday,16:40:00,16,CALLE,PERU 937,CUADRA,1,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2018,1,3
2018-0003,1,2018-01-05,Friday,10:12:00,10,AVENIDA,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",ESQUINA,15,MULTIPLE,PEATON,MULTIPLE,2018,1,5
2018-0004,1,2018-01-09,Tuesday,09:40:00,9,AVENIDA,DEL LIBERTADOR AV. y MANZANARES,ESQUINA,13,MULTIPLE,MOTO,MULTIPLE,2018,1,9
2018-0005,1,2018-01-09,Tuesday,22:30:00,22,AVENIDA,PASEO COLON AV. 1019,CUADRA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,1,9
2018-0006,1,2018-01-10,Wednesday,21:15:00,21,CALLE,VALLE y BARCO CENTENERA DEL,ESQUINA,6,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2018,1,10
2018-0007,1,2018-01-11,Thursday,02:30:00,2,AUTOPISTA,AUTOPISTA PERITO MORENO KM. 0.6,AUTOPISTA,9,AUTO-AUTO,AUTO,AUTO,2018,1,11
