ID,NUMERO VICTIMAS,FECHA,DIA DE LA SEMANA,HORA,FRANJA HORARIA,TIPO DE CALLE,DIRECCION,TIPO DE ZONA,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,AÑO,MES,DÍA
2021-0055,1,2021-06-29,Tuesday,12:20:00,12,AVENIDA,CORRIENTES AV. y PUEYRREDON AV.,ESQUINA,3,MOTO-CARGAS,MOTO,CARGAS,2021,6,29
2021-0056,1,2021-07-09,Friday,23:25:00,23,AVENIDA,"CORRALES y MORENO, PERITO AV.",ESQUINA,4,BICICLETA-AUTO,BICICLETA,AUTO,2021,7,9
2021-0057,1,2021-07-10,Saturday,23:30:00,23,AUTOPISTA,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),AUTOPISTA,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,7,10
2021-0058,1,2021-07-21,Wednesday,00:40:00,0,GRAL PAZ,"PAZ, GRAL. AV. y VEDIA",AUTOPISTA,12,PEATON-AUTO,PEATON,AUTO,2021,7,21
2021-0059,1,2021-07-22,Thursday,01:20:00,1,AVENIDA,"GARAY, JUAN DE AV. 2269",CUADRA,3,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,7,22
2021-0060,1,2021-07-22,Thursday,12:30:00,12,AVENIDA,"SALGUERO, JERONIMO y RIVADAVIA AV.",ESQUINA,5,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,7,22
2021-0061,1,2021-07-24,Saturday,09:15:00,9,AVENIDA,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",ESQUINA,4,PEATON-CARGAS,PEATON,CARGAS,2021,7,24
2021-0062,1,2021-07-27,Tuesday,07:16:00,7,AVENIDA,LA PLATA AV. 2723,CUADRA,4,AUTO-CARGAS,AUTO,CARGAS,2021,7,27
2021-0063,1,2021-08-02,Monday,04:40:00,4,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 2906",CUADRA,7,AUTO-AUTO,AUTO,AUTO,2021,8,2
2021-0064,1,2021-08-02,Monday,20:00:00,20,GRAL PAZ,"PAZ, GRAL. AV. y TONELERO",AUTOPISTA,9,PEATON-CARGAS,PEATON,CARGAS,2021,8,2
2021-0065,1,2021-08-06,Friday,08:30:00,8,AVENIDA,SAN JUAN AV. y LA PLATA AV.,ESQUINA,6,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,8,6
2021-0066,1,2021-08-06,Friday,20:00:00,20,AVENIDA,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",ESQUINA,11,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,8,6
2021-0067,1,2021-08-08,Sunday,09:29:00,9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,AUTOPISTA,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,8,8
2021-0068,1,2021-08-15,Sunday,06:10:00,6,AVENIDA,"BEIRO, FRANCISCO AV. 5071",CUADRA,11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,8,15
2021-0069,1,2021-08-20,Friday,17:15:00,17,AVENIDA,SANTA FE AV. 3428,CUADRA,14,PEATON-AUTO,PEATON,AUTO,2021,8,20
2021-0070,1,2021-08-28,Saturday,08:30:00,8,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",ESQUINA,8,MOTO-CARGAS,MOTO,CARGAS,2021,8,28
2021-0071,1,2021-08-31,Tuesday,16:00:00,16,CALLE,SAN LUIS 2730,CUADRA,3,PEATON-MOTO,PEATON,MOTO,2021,8,31
2021-0072,1,2021-09-01,Wednesday,19:10:00,19,AVENIDA,CALLAO AV. y PARAGUAY,ESQUINA,2,PEATON-AUTO,PEATON,AUTO,2021,9,1
2021-0073,1,2021-09-18,Saturday,12:20:00,12,AVENIDA,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",ESQUINA,2,BICICLETA-AUTO,BICICLETA,AUTO,2021,9,18
2021-0074,1,2021-09-20,Monday,15:00:00,15,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",AUTOPISTA,12,MULTIPLE,MOTO,MULTIPLE,2021,9,20
2021-0075,1,2021-09-21,Tuesday,14:30:00,14,CALLE,SALTA y BRASIL,ESQUINA,1,PEATON-CARGAS,PEATON,CARGAS,2021,9,21
2021-0076,1,2021-10-16,Saturday,06:15:00,6,AVENIDA,"MORENO, PERITO AV. 2152",CUADRA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,10,16
2021-0077,1,2021-10-18,Monday,07:20:00,7,AVENIDA,DIRECTORIO AV. 1169,CUADRA,6,MOTO-CARGAS,MOTO,CARGAS,2021,10,18
2021-0078,1,2021-10-23,Saturday,06:35:00,6,AVENIDA,INDEPENDENCIA AV. y LA PLATA AV.,ESQUINA,6,MOTO-PASAJEROS,MOTO,PASAJEROS,2021,10,23
2021-0079,1,2021-10-25,Monday,03:30:00,3,CALLE,TUCUMAN 3112,CUADRA,3,PEATON-AUTO,PEATON,AUTO,2021,10,25
2021-0080,1,2021-10-28,Thursday,16:16:00,16,AVENIDA,ARENALES y 9 DE JULIO AV.,ESQUINA,1,MOTO-AUTO,MOTO,AUTO,2021,10,28
2021-0081,1,2021-11-02,Tuesday,13:35:00,13,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,AUTOPISTA,4,MOTO-CARGAS,MOTO,CARGAS,2021,11,2
2021-0082,1,2021-11-06,Saturday,04:39:00,4,AUTOPISTA,AUTOPISTA 25 DE MAYO y PASCO,AUTOPISTA,3,MOTO-AUTO,MOTO,AUTO,2021,11,6
2021-0083,1,2021-11-09,Tuesday,00:35:00,0,AVENIDA,CABILDO AV. y OLAZABAL,ESQUINA,13,MOTO-AUTO,MOTO,AUTO,2021,11,9
2021-0084,1,2021-11-11,Thursday,03:00:00,3,AVENIDA,TAPALQUE y BRUIX AV.,ESQUINA,9,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,11,11
2021-0085,1,2021-11-20,Saturday,18:30:00,18,GRAL PAZ,"PAZ, GRAL. AV. y EZEIZA",AUTOPISTA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,11,20
2021-0086,1,2021-11-25,Thursday,10:10:00,10,AVENIDA,RIVADAVIA AV. y PUAN,ESQUINA,6,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,11,25
2021-0087,1,2021-11-27,Saturday,11:22:00,11,CALLE,ESMERALDA 1359,CUADRA,1,PEATON-BICICLETA,PEATON,BICICLETA,2021,11,27
2021-0088,1,2021-12-01,Wednesday,15:40:00,15,CALLE,MONROE y 3 DE FEBRERO,ESQUINA,13,MOTO-AUTO,MOTO,AUTO,2021,12,1
2021-0089,1,2021-12-02,Thursday,01:10:00,1,AVENIDA,GAONA AV. 3655,CUADRA,11,MOTO-AUTO,MOTO,AUTO,2021,12,2
2021-0090,1,2021-12-10,Friday,11:45:00,11,AVENIDA,9 DE JULIO AV. y LAVALLE,ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,12,10
2021-0091,1,2021-12-11,Saturday,23:00:00,23,CALLE,"BAIGORRIA y HUGO, VICTOR",ESQUINA,10,MOTO-AUTO,MOTO,AUTO,2021,12,11
2021-0092,1,2021-12-12,Sunday,06:20:00,6,AVENIDA,RIVADAVIA AV. y PUEYRREDON AV.,ESQUINA,3,PEATON-AUTO,PEATON,AUTO,2021,12,12
2021-0093,1,2021-12-13,Monday,17:10:00,17,AVENIDA,RIESTRA AV. y MOM,ESQUINA,7,MOTO-AUTO,MOTO,AUTO,2021,12,13
2021-0094,1,2021-12-20,Monday,01:10:00,1,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO,2021,12,20
2021-0095,1,2021-12-30,Thursday,00:43:00,0,AVENIDA,GAONA AV. y TERRADA,ESQUINA,11,MOTO-CARGAS,MOTO,CARGAS,2021,12,30
2021-0096,1,2021-12-15,Wednesday,10:30:00,10,AVENIDA,"PERON, EVA AV. 4071",CUADRA,9,AUTO-CARGAS,AUTO,CARGAS,2021,12,15
2021-0097,1,2021-11-18,Thursday,06:10:00,6,CALLE,PADRE CARLOS MUGICA 709,CUADRA,1,BICICLETA-AUTO,BICICLETA,AUTO,2021,11,18
